studentId	Predmet	BrojKredita	Ocjene	PolozioDatum	Godina	SkolskaGodina	Semestar	Priznat	DatumUpisa	Spol	ZavrsenaSkolaId	SrednjaSkola	OpstinaRodjenja	GodinaZavrsetka	NacinStudiranja	OpstinaPrebivalista	Diplomirao
16574	P-176	7	6	10/1/2019	1	2020/2021	2	1	11/7/2018	M	2	Elektrotehnička	Jablanica	2013/2014	DL	Mostar	0
16570	P-176	7	8	10/1/2018	1	2018/2019	2	1	11/7/2018	M	13	Tehnička	Banovići	2008/09	DL	Mostar	0
16573	P-176	7	6	10/1/2018	1	2018/2019	2	1	11/7/2018	Ž	1	Gimnazija	Mostar	2010/2011	DL	Bugojno	0
16509	P-176	7	6	6/20/2019	1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Bugojno	2017/18	Redovan samofinansirajući	Jajce	0
16571	P-176	7	7	12/11/2017	1	2018/2019	2	1	11/7/2018	M	10	Katolički školski centar	Zenica	2007/08	DL	Mostar	0
16572	P-176	7	10	10/1/2018	1	2018/2019	2	1	11/7/2018	M	1	Gimnazija	Bihać	2010/2011	DL	Sarajevo - Centar	0
16507	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	0
16508	P-176	7	6	9/17/2021	1	2018/2019	2	1	7/21/2018	M	2	Elektrotehnička	Sarajevo-Stari grad	2016/17	Redovan samofinansirajući	Sarajevo-Stari grad	0
16506	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Travnik	2016/2017	Vanredan	Jajce	0
16504	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	4	Medicinska	Zenica	2008/2009	DL	Zenica	0
16505	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	6	Ekonomska	Travnik	2017/18	DL	Jajce	0
16502	P-176	7	6	7/16/2021	1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Breza	0
16503	P-176	7	6	9/4/2019	1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Banja Luka	1999/2000	DL	Sarajevo - Novi grad	0
16501	P-176	7	8	8/31/2020	1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	Redovan samofinansirajući	Jajce	0
16499	P-176	7	6	7/17/2023	1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	0
16500	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	20	Grafička	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	0
16498	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Vogošća	2017/18	DL	Vogošća	0
16497	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Tešanj	2017/2018	DL	Doboj	0
16495	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	20	Grafička	Rogatica	2003/04	DL	Sarajevo-Novo Sarajevo	0
16496	P-176	7	8	9/15/2020	1	2018/2019	2	0	7/21/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo-Stari grad	0
16494	P-176	7	5		1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	0
16490	P-176	7	7	7/16/2021	1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	Vanredan	Sarajevo - Novi grad	0
16491	P-176	7	6	6/21/2023	1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	DL	Travnik	0
16489	P-176	7	8	9/15/2020	1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2014/2015	DL	Sarajevo - Novi grad	0
16488	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	35	Ostalo	Vareš	2017/2018	DL	Ilijaš	0
16486	P-176	7	8	9/4/2019	1	2018/2019	2	0	7/20/2018	Ž	35	Ostalo	Sarajevo - Centar	2017/2018	Redovan samofinansirajući	Ilijaš	1
16487	P-176	7	5		1	2018/2019	2	0	9/8/2018	M	4	Medicinska	Mostar	2015/2016	DL	Mostar	0
16485	P-176	7	5		1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Tuzla	2016/17	DL	Tuzla	0
16482	P-176	7	8	9/9/2021	1	2018/2019	2	0	7/21/2018	Ž	1	Gimnazija	Mostar	2017/18	DL	Mostar	0
16483	P-176	7	6	6/25/2021	1	2018/2019	2	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Fojnica	0
16481	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Bugojno	0
16480	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	35	Ostalo	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Centar	0
16478	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Konjic	2017/2018	DL	Konjic	0
16479	P-176	7	5		1	2018/2019	2	0	9/8/2018	M	25	Turističko ugostiteljska	Mostar	2017/18	DL	Jablanica	0
16476	P-176	7	8	9/20/2022	1	2018/2019	2	0	7/20/2018	Ž	13	Tehnička	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Novi grad	0
16474	P-176	7	5		1	2018/2019	2	0	8/23/2018	Ž	1	Gimnazija	Tuzla	2017/2018	Vanredan	Lukavac	0
16475	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	13	Tehnička	Zavidovići	2015/2016	DL	Sarajevo	0
16473	P-176	7	5		1	2018/2019	2	0	7/21/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2015/2016	DL	Sarajevo-Novo Sarajevo	0
16472	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo-Novo Sarajevo	0
16471	P-176	7	6	7/4/2019	1	2018/2019	2	0	8/23/2018	M	18	Medresa	Bihać	2017/18	Redovan samofinansirajući	Bihać	0
16470	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Vogošća	0
16469	P-176	7	6	9/23/2021	1	2018/2019	2	0	7/20/2018	Ž	1	Gimnazija	Bihać	2017/2018	DL	Bosanska Krupa	0
16467	P-176	7	8	9/23/2021	1	2018/2019	2	0	8/23/2018	M	2	Elektrotehnička	Bihać	2017/18	DL	Bihać	0
16468	P-176	7	5		1	2018/2019	2	0	8/23/2018	M	1	Gimnazija	Bihać	2017/18	Vanredan	Bihać	0
16463	P-176	7	6	7/16/2021	1	2018/2019	2	0	7/20/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Čapljina	0
16464	P-176	7	9	10/3/2019	1	2018/2019	2	0	8/23/2018	M	1	Gimnazija	Sarajevo-Stari grad	2017/18	DL	Sarajevo-Stari grad	0
16466	P-176	7	7	9/15/2020	1	2018/2019	2	0	9/8/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16465	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	Vanredan	Jablanica	0
16462	P-176	7	5		1	2018/2019	2	0	8/23/2018	M	6	Ekonomska	Ljubovija	2001/2002	DL	Sarajevo	0
16460	P-176	7	6	7/4/2019	1	2018/2019	2	0	7/20/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	Redovan samofinansirajući	Travnik	0
16461	P-176	7	5		1	2018/2019	2	0	9/8/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	DL	Travnik	0
16459	P-176	7	6	6/24/2020	1	2018/2019	2	0	8/23/2018	M	1	Gimnazija	Zenica	2017/18	DL	Zenica	1
16458	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Tuzla	2017/2018	DL	Tuzla	0
16457	P-176	7	5		1	2018/2019	2	0	8/23/2018	Ž	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Sarajevo-Novo Sarajevo	0
16454	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	6	Ekonomska	Goražde	2017/2018	DL	Goražde	0
16455	P-176	7	5		1	2018/2019	2	0	8/23/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2011/12	DL	Sarajevo-Novo Sarajevo	0
16453	P-176	7	7	7/16/2021	1	2018/2019	2	0	8/23/2018	M	13	Tehnička	Goražde	2015/2016	Vanredan	Goražde	0
16452	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Vogošća	0
16450	P-176	7	7	6/25/2021	1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Goražde	2017/2018	DL	Goražde	0
16451	P-176	7	5		1	2018/2019	2	0	8/23/2018	M	1	Gimnazija	Zagreb	2017/18	DL	Goražde	0
16449	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	0
16447	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Visoko	2017/2018	DL	Sarajevo - Novi grad	0
16448	P-176	7	6	7/15/2020	1	2018/2019	2	0	8/24/2018	M	13	Tehnička	Brčko	2017/18	Redovan samofinansirajući	Brčko	0
16446	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	1
16445	P-176	7	5		1	2018/2019	2	0	8/24/2018	M	1	Gimnazija	Zenica	2015/2016	DL	Zenica	0
16444	P-176	7	8	6/25/2021	1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Centar	0
16443	P-176	7	5		1	2018/2019	2	0	8/24/2018	M	1	Gimnazija	Gradačac	2011/12	DL	Gračanica	0
16442	P-176	7	6	9/15/2020	1	2018/2019	2	0	7/20/2018	M	23	Mješovita srednja škola	Bihać	2017/2018	DL	Bosanska Krupa	0
16440	P-176	7	8	8/31/2020	1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16441	P-176	7	5		1	2018/2019	2	0	8/24/2018	Ž	4	Medicinska	Sarajevo - Centar	2014/15	Vanredan	Sarajevo - Novi grad	0
16439	P-176	7	6	9/18/2019	1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Velika Kladuša	2017/2018	Redovan samofinansirajući	Sanski Most	0
16438	P-176	7	5		1	2018/2019	2	0	8/24/2018	M	10	Katolički školski centar	Split	2013/14	DL	Sarajevo-Stari grad	0
16437	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	25	Turističko ugostiteljska	Mostar	2017/2018	DL	Mostar	0
16435	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Mostar	2014/15	DL	Mostar	0
16436	P-176	7	8	9/6/2022	1	2018/2019	2	0	7/20/2018	M	18	Medresa	Jajce	2017/2018	DL	Jajce	0
16433	P-176	7	7	7/16/2021	1	2018/2019	2	0	8/24/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo-Stari grad	0
16434	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	2	Elektrotehnička	Tuzla	2000/2001	DL	Tuzla	0
16432	P-176	7	5		1	2018/2019	2	0	8/24/2018	Ž	2	Elektrotehnička	Mostar	2016/17	DL	Mostar	0
16430	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16431	P-176	7	6	7/16/2021	1	2018/2019	2	0	7/20/2018	M	18	Medresa	Zenica	2017/2018	DL	Zenica	0
16428	P-176	7	6	9/6/2022	1	2018/2019	2	0	7/20/2018	Ž	2	Elektrotehnička	Travnik	2017/2018	Vanredan	Donji Vakuf	0
16429	P-176	7	5		1	2018/2019	2	0	9/7/2018	M	13	Tehnička	Zenica	2017/18	DL	Zenica	0
16425	P-176	7	9	9/4/2019	1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Goražde	2017/18	DL	Goražde	1
16424	P-176	7	9	9/15/2020	1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Visoko	0
16423	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Mostar	2017/18	Redovan samofinansirajući	Mostar	0
16422	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	1	Gimnazija	Visoko	2017/2018	DL	Visoko	0
16421	P-176	7	5		1	2018/2019	2	0	7/20/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	0
16419	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/20/2018	Ž	1	Gimnazija	Zenica	2017/2018	DL	Zavidovići	1
16420	P-176	7	6	7/15/2020	1	2018/2019	2	0	9/5/2018	Ž	2	Elektrotehnička	Tuzla	2017/18	DL	Tuzla	0
16418	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	0
16417	P-176	7	6	6/20/2019	1	2018/2019	2	0	7/20/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	1
16416	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Sarajevo-Novo Sarajevo	2017/18	Vanredan	Sarajevo	0
16415	P-176	7	5		1	2018/2019	2	0	9/5/2018	M	1	Gimnazija	Bugojno	2017/2018	DL	Bugojno	0
16414	P-176	7	6	6/25/2021	1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Goražde	2014/15	DL	Sarajevo	0
16412	P-176	7	5		1	2018/2019	2	0	7/20/2018	M	35	Ostalo	Zenica	2013/2014	DL	Travnik	0
16413	P-176	7	9	6/24/2020	1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Gornji Vakuf	2014/15	DL	Gornji Vakuf - Uskoplje	0
16410	P-176	7	5		1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16408	P-176	7	7	9/15/2020	1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Sanski Most	2016/2017	DL	Sanski Most	0
16409	P-176	7	9	9/9/2021	1	2018/2019	2	0	7/19/2018	M	3	Mašinska	Tuzla	2014/15	DL	Lukavac	0
16407	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sanski Most	2017/18	Vanredan	Sanski Most	0
16406	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sanski Most	2016/2017	Vanredan	Sanski Most	0
16404	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16405	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	18	Medresa	Tuzla	2017/2018	Vanredan	Živinice	0
16403	P-176	7	8	6/24/2020	1	2018/2019	2	0	7/19/2018	M	18	Medresa	Tuzla	2017/2018	Redovan samofinansirajući	Kalesija	0
16402	P-176	7	9	9/4/2019	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Travnik	2017/18	Redovan samofinansirajući	Gornji Vakuf - Uskoplje	1
16401	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Mostar	2015/16	DL	Mostar	0
16399	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	4	Medicinska	Vitez	2017/2018	DL	Vitez	0
16400	P-176	7	6	9/9/2021	1	2018/2019	2	0	7/19/2018	Ž	6	Ekonomska	Sarajevo - Novi grad	2017/18	DL	Sarajevo	0
16396	P-176	7	7	7/4/2019	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Zenica	2017/18	DL	Kakanj	0
16398	P-176	7	5		1	2018/2019	2	0	7/19/2018	Ž	18	Medresa	Zenica	2017/18	DL	Zenica	0
16395	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	4	Medicinska	Travnik	2017/2018	DL	Jajce	0
16393	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	0
16394	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Vogošća	1
16391	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Bugojno	2017/18	DL	Bugojno	0
16392	P-176	7	9	6/24/2020	1	2018/2019	2	0	9/5/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Vogošća	1
16390	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	0
16388	P-176	7	8	9/4/2019	1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Zenica	2017/18	Redovan samofinansirajući	Zavidovići	0
16389	P-176	7	9	9/9/2021	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Centar	0
16387	P-176	7	6	9/23/2021	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	0
16386	P-176	7	8	9/9/2021	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2017/2018	DL	Sarajevo-Novo Sarajevo	0
16384	P-176	7	6	9/4/2019	1	2018/2019	2	0	7/19/2018	M	2	Elektrotehnička	Tuzla	2017/2018	Redovan samofinansirajući	Tuzla	0
16385	P-176	7	9	9/4/2019	1	2018/2019	2	0	9/5/2018	M	1	Gimnazija	Zenica	2017/18	DL	Kakanj	1
16383	P-176	7	5		1	2018/2019	2	0	7/19/2018	Ž	4	Medicinska	Konjic	2017/2018	DL	Mostar	0
16381	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	4	Medicinska	Gračanica	2017/18	DL	Gračanica	0
16382	P-176	7	6	9/15/2020	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Vogošća	0
16380	P-176	7	5		1	2018/2019	2	0	9/18/2018	M	6	Ekonomska	Sarajevo - Centar	2017/2018	DL	Vareš	0
16379	P-176	7	6	9/4/2019	1	2018/2019	2	0	7/18/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Visoko	0
16378	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Vareš	2017/2018	DL	Vareš	0
16376	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Vareš	2017/2018	DL	Vareš	0
16377	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Zvornik	2017/2018	DL	Vareš	0
16375	P-176	7	6	6/20/2019	1	2018/2019	2	0	9/4/2018	M	1	Gimnazija	Zenica	2017/18	DL	Kakanj	0
16374	P-176	7	8	7/4/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16371	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Zenica	2017/2018	Redovan samofinansirajući	Zavidovići	0
16372	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	13	Tehnička	Sarajevo - Centar	2016/17	Vanredan	Sarajevo - Centar	0
16370	P-176	7	6	7/15/2020	1	2018/2019	2	0	7/18/2018	M	2	Elektrotehnička	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16369	P-176	7	6	7/4/2019	1	2018/2019	2	0	9/4/2018	M	25	Turističko ugostiteljska	Pale	2017/18	DL	Pale	0
16368	P-176	7	6	8/31/2020	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Travnik	2017/2018	DL	Travnik	1
16367	P-176	7	5		1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Zenica	2017/2018	DL	Zavidovići	0
16366	P-176	7	5		1	2018/2019	2	0	7/19/2018	M	3	Mašinska	Goražde	2017/18	Vanredan	Goražde	0
16364	P-176	7	8	6/20/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Visoko	1
16365	P-176	7	6	6/20/2019	1	2018/2019	2	0	7/18/2018	Ž	6	Ekonomska	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16363	P-176	7	6	8/31/2020	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Ilidža	2017/18	DL	Ilidža	0
16362	P-176	7	6	9/4/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Visoko	2017/2018	DL	Visoko	1
16361	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Bugojno	2017/2018	DL	Bugojno	0
16359	P-176	7	6	8/31/2020	1	2018/2019	2	0	7/19/2018	M	1	Gimnazija	Sanski Most	2017/18	Redovan samofinansirajući	Sanski Most	0
16360	P-176	7	7	9/20/2022	1	2018/2019	2	0	7/18/2018	M	18	Medresa	Tuzla	2017/2018	DL	Tuzla	0
16358	P-176	7	7	9/9/2021	1	2018/2019	2	0	7/18/2018	Ž	18	Medresa	Zenica	2017/2018	DL	Tuzla	0
16357	P-176	7	9	9/15/2020	1	2018/2019	2	0	7/18/2018	M	13	Tehnička	Goražde	2017/2018	DL	Goražde	0
16356	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Goražde	2011/2012	Redovan samofinansirajući	Goražde	0
16355	P-176	7	5		1	2018/2019	2	0	7/19/2018	Ž	1	Gimnazija	Travnik	2017/18	DL	Donji Vakuf	0
16354	P-176	7	6	8/31/2020	1	2018/2019	2	0	7/18/2018	M	18	Medresa	Tuzla	2017/2018	DL	Živinice	0
16352	P-176	7	7	8/31/2020	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16353	P-176	7	5		1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Konjic	2017/2018	DL	Jablanica	0
16350	P-176	7	5		1	2018/2019	2	0	7/18/2018	M	18	Medresa	Tuzla	2017/18	DL	Tuzla	0
16351	P-176	7	5		1	2018/2019	2	0	7/18/2018	Ž	4	Medicinska	Mostar	2017/2018	DL	Mostar	0
16349	P-176	7	8	9/4/2019	1	2018/2019	2	0	7/18/2018	M	13	Tehnička	Bugojno	2017/2018	DL	Bugojno	0
16348	P-176	7	6	7/4/2019	1	2018/2019	2	0	7/18/2018	M	13	Tehnička	Travnik	2017/2018	DL	Gornji Vakuf - Uskoplje	0
16345	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/18/2018	Ž	13	Tehnička	Bugojno	2017/2018	Redovan samofinansirajući	Donji Vakuf	0
16343	P-176	7	8	7/4/2019	1	2018/2019	2	0	7/18/2018	M	18	Medresa	Gradačac	2017/18	DL	Gradačac	0
16344	P-176	7	7	9/15/2020	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Sjenica	2017/2018	DL	Ilidža	0
16342	P-176	7	6	9/15/2020	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	Vanredan	Ilidža	0
16341	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	1
16340	P-176	7	5		1	2018/2019	2	0	7/18/2018	Ž	6	Ekonomska	Sarajevo - Centar	2017/18	DL	Ilidža	0
16339	P-176	7	7	9/15/2020	1	2018/2019	2	0	7/18/2018	Ž	2	Elektrotehnička	Visoko	2017/2018	Redovan samofinansirajući	Visoko	0
16338	P-176	7	7	9/9/2021	1	2018/2019	2	0	7/18/2018	M	6	Ekonomska	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16336	P-176	7	10	7/4/2019	1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	1
16337	P-176	7	6	9/18/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	0
16335	P-176	7	7	9/15/2020	1	2018/2019	2	0	7/18/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16334	P-176	7	7	6/25/2021	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Jablanica	0
16332	P-176	7	6	9/18/2019	1	2018/2019	2	0	7/18/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	1
16333	P-176	7	8	6/20/2019	1	2018/2019	2	0	7/18/2018	M	1	Gimnazija	Cazin	2017/2018	Redovan samofinansirajući	Cazin	1
16331	P-176	7	6	8/31/2020	1	2018/2019	2	0	7/18/2018	M	4	Medicinska	Zenica	2017/2018	DL	Zenica	0
16329	P-176	7	6	9/4/2019	1	2018/2019	2	0	7/17/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	1
16330	P-176	7	5		1	2018/2019	2	0	7/17/2018	M	23	Mješovita srednja škola	Travnik	2013/2014	DL	Novi Travnik	0
16328	P-176	7	7	9/6/2022	1	2018/2019	2	0	7/17/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16327	P-176	7	7	8/31/2020	1	2018/2019	2	0	7/17/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Mostar	1
16325	P-176	7	6	7/19/2022	1	2018/2019	2	0	7/17/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16326	P-176	7	9	9/15/2020	1	2018/2019	2	0	7/17/2018	M	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16324	P-176	7	8	9/15/2020	1	2018/2019	2	0	7/17/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16322	P-176	7	7	6/24/2020	1	2018/2019	2	0	7/17/2018	M	3	Mašinska	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16323	P-176	7	7	9/4/2019	1	2018/2019	2	0	7/17/2018	M	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	1
16321	P-176	7	5		1	2018/2019	2	0	7/17/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Ilidža	0
16320	P-176	7	6	9/18/2019	1	2018/2019	2	0	7/17/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	0
16572	P-178	6	6	10/1/2018	1	2018/2019	2	1	11/7/2018	M	1	Gimnazija	Bihać	2010/2011	DL	Sarajevo - Centar	0
16571	P-178	6	7	12/11/2017	1	2018/2019	2	1	11/7/2018	M	10	Katolički školski centar	Zenica	2007/08	DL	Mostar	0
16573	P-178	6	7	10/1/2018	1	2018/2019	2	1	11/7/2018	Ž	1	Gimnazija	Mostar	2010/2011	DL	Bugojno	0
16570	P-178	6	6	10/1/2018	1	2018/2019	2	1	11/7/2018	M	13	Tehnička	Banovići	2008/09	DL	Mostar	0
16576	P-178	6	6	10/1/2018	1	2018/2019	2	1	11/7/2018	M	1	Gimnazija	Mostar	2006/2007	DL	Mostar	0
16579	P-178	6	6	10/1/2018	1	2018/2019	2	1	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2010/2011	DL	Sarajevo - Novi grad	1
16583	P-178	6	7	10/1/2018	1	2018/2019	2	1	11/9/2018	M	13	Tehnička	Bugojno	2012/13	DL	Gornji Vakuf - Uskoplje	0
16584	P-178	6	7	10/1/2018	1	2018/2019	2	1	11/9/2018	M	13	Tehnička	Zenica	2010/11	DL	Zenica	0
